,0,1,2,3
70,贾政,史侯,儿子,0.5287138819694519
71,贾政,珍,儿子,0.5287138819694519
72,贾政,子兴,儿子,0.5490950345993042
73,贾珠,宁公,儿子,0.7418486475944519
74,贾珠,宁国公,儿子,0.3577604591846466
75,贾珠,荣公,儿子,0.5287138819694519
76,贾珠,史侯,儿子,0.5287138819694519
77,贾珠,珍,儿子,0.5287138819694519
78,贾珠,子兴,儿子,0.5490950345993042
79,宁公,宁国公,夫人,0.16092565655708313
80,宁公,荣公,夫人,0.20399968326091766
81,宁公,史侯,夫人,0.20399968326091766
82,宁公,珍,夫人,0.20399968326091766
83,宁公,子兴,夫人,0.2090688794851303
84,宁国公,荣公,夫人,0.32116392254829407
85,宁国公,史侯,夫人,0.32116392254829407
86,宁国公,珍,夫人,0.32116392254829407
87,宁国公,子兴,夫人,0.3333950638771057
88,荣公,史侯,儿子,0.5287138819694519
89,荣公,珍,儿子,0.5287138819694519
90,荣公,子兴,儿子,0.5490950345993042
91,史侯,珍,儿子,0.5287138819694519
92,史侯,子兴,儿子,0.5490950345993042
93,珍,子兴,儿子,0.5490950345993042
94,珍,子兴,父亲,0.16320142149925232
95,史老太君,探春,女儿,0.2058285027742386
96,史老太君,惜春,女儿,0.17202505469322205
97,史老太君,迎春,母亲,0.21231572329998016
98,史老太君,元春,女儿,0.185699000954628
99,史老太君,珍,夫人,0.6796762943267822
100,史老太君,子兴,儿子,0.22759780287742615
101,探春,惜春,女儿,0.26323258876800537
102,探春,迎春,母亲,0.2371974140405655
103,探春,元春,女儿,0.22743858397006989
104,探春,珍,夫人,0.68387371301651
105,探春,子兴,女儿,0.22759850323200226
106,惜春,迎春,女儿,0.2278781533241272
107,惜春,元春,女儿,0.23123084008693695
108,惜春,珍,夫人,0.6779142022132874
109,惜春,子兴,夫人,0.2277127504348755
110,迎春,元春,女儿,0.21915996074676514
111,迎春,珍,夫人,0.6807857751846313
112,迎春,子兴,夫人,0.28751808404922485
113,元春,珍,夫人,0.6197124719619751
114,元春,子兴,夫人,0.30225250124931335
115,珍,子兴,父亲,0.2137061357498169
116,贾敏,元春,父亲,0.5872870087623596
117,贾敏,子兴,父亲,0.7924389243125916
118,元春,子兴,母亲,0.2630734443664551
119,雨村,政公,儿子,0.351144939661026
120,贾琏,琏,夫人,0.5352790951728821
121,贾琏,王夫人,丈夫,0.6591293215751648
122,贾琏,政公,儿子,0.7261989712715149
123,贾琏,子兴,父亲,0.27005860209465027
124,琏,王夫人,丈夫,0.7307010889053345
125,琏,政公,儿子,0.6786133646965027
126,琏,子兴,父亲,0.3386092483997345
127,王夫人,政公,夫人,0.41617539525032043
128,王夫人,子兴,儿媳,0.18059585988521576
129,政公,子兴,夫人,0.23447836935520172
130,贾政,冷子兴,父亲,0.8127692937850952
131,贾政,林如海,父亲,0.837936282157898
132,贾政,雨村,父亲,0.8290604948997498
133,贾政,子兴,父亲,0.8280419111251831
134,冷子兴,林如海,丫环,0.1302078366279602
135,冷子兴,雨村,母亲,0.34221288561820984
136,冷子兴,子兴,母亲,0.36890533566474915
137,林如海,雨村,奶奶,0.07923707365989685
138,林如海,子兴,相好,0.20422203838825226
139,雨村,子兴,母亲,0.424659788608551
140,贾母,林如海,奶奶,0.5444291234016418
141,贾母,雨村,奶奶,0.7187381982803345
142,林如海,雨村,奶奶,0.10182446986436844
143,小童,雨村,母亲,0.34768009185791016
144,贾政,雨村,父亲,0.8366892337799072
145,黛玉,贾母,外孙女,0.6906290054321289
146,黛玉,琏,夫人,0.4719460606575012
147,黛玉,琏嫂子,夫人,0.6134641170501709
148,琏,琏嫂子,丈夫,0.8563746809959412
149,黛玉,贾琏,夫人,0.5219842791557312
150,黛玉,贾赦,儿子,0.6850755214691162
151,黛玉,琏,夫人,0.39326557517051697
152,黛玉,王熙凤,丈夫,0.6539859771728516
153,黛玉,熙凤,丈夫,0.6213214993476868
154,贾琏,贾赦,儿子,0.8246908783912659
155,贾琏,琏,夫人,0.7920490503311157
156,贾琏,王熙凤,丈夫,0.9420507550239563
157,贾琏,熙凤,丈夫,0.9569588899612427
158,贾赦,琏,父亲,0.8767152428627014
159,贾赦,王熙凤,丈夫,0.43271616101264954
160,贾赦,熙凤,父亲,0.40868061780929565
161,琏,王熙凤,丈夫,0.9174575805664062
162,琏,熙凤,丈夫,0.9523446559906006
163,王熙凤,熙凤,丈夫,0.5111461281776428
164,黛玉,贾母,外孙女,0.4925280809402466
165,黛玉,熙凤,丈夫,0.3829067647457123
166,贾母,熙凤,儿媳,0.2864031195640564
167,黛玉,熙凤,丈夫,0.3519132435321808
168,黛玉,熙凤,相好,0.3578283190727234
169,黛玉,贾母,外孙女,0.6896160244941711
170,黛玉,邢夫人,儿媳,0.4034923017024994
171,黛玉,邢夫人,儿媳,0.5353110432624817
172,黛玉,贾赦,儿子,0.6656486988067627
173,黛玉,邢夫人,儿媳,0.43402451276779175
174,贾赦,邢夫人,丈夫,0.6412596702575684
175,黛玉,邢夫人,儿媳,0.5654186606407166
176,黛玉,邢夫人,儿媳,0.4236786365509033
177,黛玉,凤姐,丈夫,0.626086950302124
178,黛玉,凤姐姐,丈夫,0.588883638381958
179,黛玉,王夫人,儿子,0.2943401336669922
180,凤姐,凤姐姐,丈夫,0.46509042382240295
181,凤姐,王夫人,侄女,0.8699730634689331
182,凤姐姐,王夫人,侄女,0.8807227611541748
183,贾母,王夫人,儿媳,0.364376038312912
184,贾珠,李纨,父亲,0.19989793002605438
185,贾珠,王夫人,儿子,0.8441379070281982
186,贾珠,熙凤,丈夫,0.6964291930198669
187,李纨,王夫人,侄女,0.2881286144256592
188,李纨,熙凤,丈夫,0.5759347081184387
189,王夫人,熙凤,婆婆,0.4871789813041687
190,黛玉,贾母,外孙女,0.682011067867279
191,黛玉,熙凤,丈夫,0.3253757655620575
192,贾母,熙凤,外祖母亲,0.13442030549049377
193,贾母,王夫人,儿媳,0.2812874913215637
194,贾母,迎春,奶奶,0.5870035886764526
195,王夫人,迎春,母亲,0.6083310842514038
196,黛玉,贾母,外孙女,0.6852490305900574
197,黛玉,李纨,嫂子,0.11073850095272064
198,黛玉,王夫人,儿子,0.22255827486515045
199,黛玉,熙凤,相好,0.2512865364551544
200,贾母,李纨,奶奶,0.17823469638824463
201,贾母,王夫人,儿媳,0.3625536859035492
202,贾母,熙凤,丈夫,0.1966729313135147
203,李纨,王夫人,侄女,0.387528657913208
204,李纨,熙凤,丈夫,0.46836426854133606
205,王夫人,熙凤,婆婆,0.5069029927253723
206,宝玉,黛玉,相好,0.9796660542488098
207,宝玉,贾母,奶奶,0.32293620705604553
208,宝玉,黛玉,相好,0.9786723852157593
209,宝玉,黛玉,相好,0.9792419075965881
210,宝玉,贾母,奶奶,0.2778613567352295
211,黛玉,贾母,外孙女,0.6910490393638611
212,宝玉,黛玉,相好,0.9763588905334473
213,宝玉,贾母,奶奶,0.2486460655927658
214,黛玉,贾母,外孙女,0.6841757893562317
215,王熙凤,熙凤,丈夫,0.5634757876396179
216,黛玉,王嬷嬷,相好,0.22424770891666412
217,黛玉,雪雁,相好,0.23134845495224
218,王嬷嬷,雪雁,母亲,0.4647989571094513
219,黛玉,贾母,外孙女,0.6830694675445557
220,黛玉,王嬷嬷,儿子,0.2110469490289688
221,黛玉,雪雁,相好,0.20684468746185303
222,贾母,王嬷嬷,奶奶,0.32662802934646606
223,贾母,雪雁,奶奶,0.722223162651062
224,王嬷嬷,雪雁,母亲,0.42002183198928833
225,宝玉,黛玉,相好,0.9769639372825623
226,宝玉,李嬷嬷,儿子,0.36656254529953003
227,宝玉,王嬷嬷,儿子,0.9074150323867798
228,宝玉,袭人,丫环,0.952523946762085
229,黛玉,李嬷嬷,相好,0.29842329025268555
230,黛玉,王嬷嬷,儿子,0.3164280951023102
231,黛玉,袭人,相好,0.939054012298584
232,李嬷嬷,王嬷嬷,儿子,0.3446080684661865
233,李嬷嬷,袭人,母亲,0.2744673192501068
234,王嬷嬷,袭人,母亲,0.38933882117271423
235,贾母,袭人,奶奶,0.8200951218605042
236,贾母,珍,奶奶,0.888741672039032
237,袭人,珍,丫环,0.9504045844078064
238,宝玉,贾母,奶奶,0.33445414900779724
239,宝玉,袭人,丫环,0.9496738910675049
240,贾母,袭人,奶奶,0.8568822145462036
241,宝玉,黛玉,相好,0.9779897332191467
242,宝玉,李嬷嬷,儿子,0.12372869998216629
243,黛玉,李嬷嬷,外孙女,0.25450602173805237
244,黛玉,贾母,外孙女,0.6845502257347107
245,黛玉,王夫人,儿子,0.23294244706630707
246,黛玉,熙凤,丈夫,0.2939671277999878
247,贾母,王夫人,儿媳,0.3512086272239685
248,贾母,熙凤,婆婆,0.19115281105041504
249,王夫人,熙凤,婆婆,0.4636738896369934
250,黛玉,探春,相好,0.8922422528266907
251,黛玉,薛蟠,相好,0.687116801738739
252,探春,薛蟠,母亲,0.383126825094223
253,黛玉,李纨,外孙女,0.1345568299293518
254,贾兰,贾珠,儿子,0.6871817708015442
255,李守中,李纨,丈夫,0.16642777621746063
256,贾雨村,雨村,父亲,0.49736088514328003
257,贾不假,雨村,父亲,0.621701717376709
258,冯公子,冯渊,儿子,0.20246629416942596
259,冯公子,薛公子,儿子,0.3066709339618683
260,冯渊,薛公子,父亲,0.30525586009025574
261,冯公子,薛公子,父亲,0.21241043508052826
262,冯公子,英莲,相好,0.31610265374183655
263,薛公子,英莲,相好,0.31610265374183655
264,王二公,薛蟠,母亲,0.289456307888031
265,贾政,王子腾,父亲,0.7845481038093567
266,贾政,雨村,父亲,0.8573582768440247
267,王子腾,雨村,母亲,0.39902710914611816
268,冯渊,薛蟠,儿子,0.3166380822658539
269,宝钗,贾政,夫人,0.7786270380020142
270,宝钗,王子腾,夫人,0.9034808278083801
271,宝钗,薛蟠,夫人,0.961533784866333
272,贾政,王子腾,父亲,0.3919549882411957
273,贾政,薛蟠,父亲,0.7658318281173706
274,王子腾,薛蟠,儿子,0.37531572580337524
275,冯渊,薛蟠,儿子,0.6813840270042419
276,冯渊,英莲,父亲,0.4123375713825226
277,薛蟠,英莲,父亲,0.4805687367916107
278,王子腾,薛蟠,母亲,0.503084123134613
279,贾雨村,王夫人,丈夫,0.7055245041847229
280,贾雨村,薛蟠,父亲,0.7560200691223145
281,贾雨村,雨村,父亲,0.4832272231578827
282,王夫人,薛蟠,夫人,0.7992295026779175
283,王夫人,雨村,夫人,0.36625006794929504
284,薛蟠,雨村,儿子,0.4721519649028778
285,王夫人,薛姨妈,姐妹,0.38115572929382324
286,贾母,王夫人,儿媳,0.46968862414360046
287,贾母,薛姨妈,姐妹,0.18485379219055176
288,王夫人,薛姨妈,姐妹,0.3751830458641052
289,贾琏,贾赦,儿子,0.8016612529754639
290,贾琏,贾珍,儿子,0.5918413996696472
291,贾琏,贾政,儿子,0.8184323906898499
292,贾琏,琏,夫人,0.7699150443077087
293,贾琏,薛蟠,儿子,0.6920026540756226
294,贾琏,珍,父亲,0.6168047785758972
295,贾赦,贾珍,父亲,0.8213381171226501
296,贾赦,贾政,父亲,0.7369509339332581
297,贾赦,琏,父亲,0.876110315322876
298,贾赦,薛蟠,父亲,0.8468091487884521
299,贾赦,珍,父亲,0.8545587062835693
300,贾珍,贾政,儿子,0.5368688106536865
301,贾珍,琏,父亲,0.831641674041748
302,贾珍,薛蟠,父亲,0.6329475045204163
303,贾珍,珍,父亲,0.7926007509231567
304,贾政,琏,父亲,0.8503225445747375
305,贾政,薛蟠,父亲,0.8336344361305237
306,贾政,珍,父亲,0.8471699357032776
307,琏,薛蟠,儿子,0.7891910672187805
308,琏,珍,父亲,0.509060800075531
309,薛蟠,珍,儿子,0.45736008882522583
310,贾母,贾政,母亲,0.22922976315021515
311,王夫人,薛姨妈,姐妹,0.3674125373363495
312,王夫人,薛姨妈,姐妹,0.35831886529922485
313,荣国公,王夫人,侄女,0.7133075594902039
314,宝钗,黛玉,夫人,0.5712056756019592
315,宝钗,迎春,夫人,0.9165436625480652
316,黛玉,迎春,相好,0.846433699131012
317,贾珍,贾政,儿子,0.6265328526496887
318,贾珍,薛蟠,父亲,0.8291383385658264
319,贾珍,珍,父亲,0.8182982802391052
320,贾政,薛蟠,父亲,0.8694854974746704
321,贾政,珍,父亲,0.849678635597229
322,薛蟠,珍,儿子,0.5604470372200012
323,宝钗,黛玉,夫人,0.6224770545959473
324,贾母,贾蓉,奶奶,0.5978621244430542
325,贾母,贾珍,奶奶,0.16346757113933563
326,贾母,王夫人,儿媳,0.497573584318161
327,贾母,邢夫人,儿媳,0.73763507604599
328,贾母,尤氏,丈夫,0.4308184087276459
329,贾母,珍,奶奶,0.4474453926086426
330,贾蓉,贾珍,儿子,0.8660764098167419
331,贾蓉,王夫人,儿子,0.7755197286605835
332,贾蓉,邢夫人,儿媳,0.5032652020454407
333,贾蓉,尤氏,丈夫,0.8311707973480225
334,贾蓉,珍,儿子,0.8449830412864685
335,贾珍,王夫人,丈夫,0.4663945138454437
336,贾珍,邢夫人,丈夫,0.24700839817523956
337,贾珍,尤氏,丈夫,0.9487754106521606
338,贾珍,珍,父亲,0.8092649579048157
339,王夫人,邢夫人,儿媳,0.8408510684967041
340,王夫人,尤氏,丈夫,0.22161997854709625
341,王夫人,珍,夫人,0.8251347541809082
342,邢夫人,尤氏,婆婆,0.36630454659461975
343,邢夫人,珍,夫人,0.7566059827804565
344,尤氏,珍,夫人,0.9481400847434998
345,贾蓉,秦氏,儿子,0.6071648597717285
346,宝玉,秦少游,儿子,0.32964634895324707
347,宝玉,唐伯虎,儿子,0.2580547332763672
348,宝玉,袭人,丫环,0.8914389610290527
349,秦少游,唐伯虎,儿子,0.21164733171463013
350,秦少游,袭人,朋友,0.33099788427352905
351,唐伯虎,袭人,母亲,0.2346203625202179
352,宝玉,晴雯,丫环,0.9162558317184448
353,宝玉,秋纹,丫环,0.6299778819084167
354,宝玉,袭人,丫环,0.9467810392379761
355,晴雯,秋纹,丫环,0.8760895133018494
356,晴雯,袭人,丫环,0.9357948303222656
357,秋纹,袭人,丫环,0.922581136226654
358,宝玉,秦氏,儿子,0.6582848429679871
359,宝玉,秦氏,儿子,0.654453456401825
360,宝钗,黛玉,夫人,0.5435188412666321
361,宝玉,秦氏,儿子,0.5507387518882751
362,宝玉,贾母,儿媳,0.26068755984306335
363,宝玉,袭人,丫环,0.9500160813331604
364,贾母,袭人,奶奶,0.8795072436332703
365,宝玉,袭人,丫环,0.9488195776939392
366,宝玉,袭人,丫环,0.9520750045776367
367,宝玉,袭人,丫环,0.9452487230300903
368,王夫人,王熙凤,侄女,0.4446176290512085
369,王夫人,熙凤,婆婆,0.46545982360839844
370,王熙凤,熙凤,丈夫,0.3964572548866272
371,板儿,刘氏,母亲,0.2588215172290802
372,板儿,王成,儿子,0.474804162979126
373,刘氏,王成,夫人,0.18127433955669403
374,板儿,周瑞,母亲,0.5738361477851868
375,板儿,刘姥姥,被抚养,0.14564922451972961
376,板儿,刘姥姥,被抚养,0.14435170590877533
377,板儿,周大娘,母亲,0.6069186329841614
378,刘姥姥,周大娘,母亲,0.2005344182252884
379,板儿,刘姥姥,被抚养,0.13845382630825043
380,板儿,周瑞,母亲,0.189689040184021
381,刘姥姥,周瑞,相好,0.15208148956298828
382,凤哥儿,琏,夫人,0.9626460075378418
383,凤哥儿,琏二奶奶,夫人,0.9382970333099365
384,凤哥儿,周瑞,夫人,0.19412846863269806
385,琏,琏二奶奶,丈夫,0.8947044014930725
386,琏,周瑞,丈夫,0.3539406359195709
387,琏二奶奶,周瑞,夫人,0.5450595617294312
388,凤姑娘,周瑞,母亲,0.20608246326446533
389,刘姥姥,周瑞,母亲,0.1567838490009308
390,板儿,贾琏,夫人,0.9235616326332092
391,板儿,琏,夫人,0.9049791097640991
392,板儿,刘姥姥,被抚养,0.1409190148115158
393,板儿,周瑞,母亲,0.23181255161762238
394,贾琏,琏,夫人,0.7030079960823059
395,贾琏,刘姥姥,儿子,0.5493119955062866
396,贾琏,周瑞,父亲,0.3450460433959961
397,琏,刘姥姥,儿子,0.40401679277420044
398,琏,周瑞,父亲,0.3660941421985626
399,刘姥姥,周瑞,母亲,0.20107237994670868
400,凤姐,刘姥姥,被抚养,0.12059938907623291
401,凤姐,平儿,母亲,0.5032157301902771
402,凤姐,周瑞,夫人,0.13737769424915314
403,刘姥姥,平儿,母亲,0.17432597279548645
404,刘姥姥,周瑞,母亲,0.17770569026470184
405,平儿,周瑞,母亲,0.2400360256433487
406,刘姥姥,周瑞,母亲,0.21527042984962463
407,凤姐,凤姐儿,丈夫,0.3500082492828369
408,凤姐,平儿,母亲,0.5299232602119446
409,凤姐,平姑娘,母亲,0.36184245347976685
410,凤姐,周瑞,夫人,0.18624091148376465
411,凤姐儿,平儿,母亲,0.5325464010238647
412,凤姐儿,平姑娘,母亲,0.38188835978507996
413,凤姐儿,周瑞,夫人,0.16654162108898163
414,平儿,平姑娘,母亲,0.5088829398155212
415,平儿,周瑞,母亲,0.4122157692909241
416,平姑娘,周瑞,母亲,0.3140932619571686
417,平儿,周大娘,母亲,0.6610226035118103
418,平儿,周瑞,母亲,0.2661559581756592
419,周大娘,周瑞,母亲,0.36087656021118164
420,刘姥姥,平儿,母亲,0.2254059612751007
421,刘姥姥,周瑞,母亲,0.265141099691391
422,平儿,周瑞,母亲,0.25320595502853394
423,板儿,刘姥姥,母亲,0.1465025693178177
424,板儿,刘姥姥,被抚养,0.1432286649942398
425,凤姐,凤姐儿,丈夫,0.37327760457992554
426,凤姐,凤姐儿,丈夫,0.27676597237586975
427,板儿,刘姥姥,被抚养,0.14166973531246185
428,凤姐,凤姐儿,丈夫,0.42014554142951965
429,板儿,凤姐,丈夫,0.36785441637039185
430,板儿,凤姐儿,婆婆,0.3309621512889862
431,板儿,刘姥姥,被抚养,0.1485978662967682
432,板儿,明太太,母亲,0.5453106164932251
433,板儿,周瑞,母亲,0.43654996156692505
434,凤姐,凤姐儿,丈夫,0.4178990423679352
435,凤姐,刘姥姥,被抚养,0.13920925557613373
436,凤姐,明太太,母亲,0.37777844071388245
437,凤姐,周瑞,夫人,0.184482142329216
438,凤姐儿,刘姥姥,被抚养,0.1426493376493454
439,凤姐儿,明太太,母亲,0.41981351375579834
440,凤姐儿,周瑞,母亲,0.18828196823596954
441,刘姥姥,明太太,母亲,0.17970220744609833
442,刘姥姥,周瑞,母亲,0.19028300046920776
443,明太太,周瑞,母亲,0.5485581159591675
444,凤姐,凤姐儿,丈夫,0.3140411376953125
445,板儿,刘姥姥,被抚养,0.14196904003620148
446,板儿,周瑞,母亲,0.4408206343650818
447,刘姥姥,周瑞,母亲,0.16882483661174774
448,凤姐,凤姐儿,丈夫,0.35675397515296936
449,凤姐,周瑞,夫人,0.29267212748527527
450,凤姐儿,周瑞,夫人,0.2709687054157257
451,凤姐,凤姐儿,丈夫,0.3339332938194275
452,凤姐,周瑞,夫人,0.6211432814598083
453,凤姐儿,周瑞,夫人,0.5303034782409668
454,板儿,刘姥姥,被抚养,0.14748626947402954
455,凤姐,凤姐儿,丈夫,0.43918347358703613
456,凤姐,凤姐儿,丈夫,0.3567604124546051
457,凤姐,刘姥姥,被抚养,0.13540023565292358
458,凤姐,平儿,母亲,0.5851579904556274
459,凤姐儿,刘姥姥,被抚养,0.13729244470596313
460,凤姐儿,平儿,母亲,0.6015725135803223
461,刘姥姥,平儿,母亲,0.16270987689495087
462,刘姥姥,周瑞,母亲,0.1937352567911148
463,刘姥姥,王夫人,母亲,0.1987834870815277
464,刘姥姥,周瑞,相好,0.16764189302921295
465,王夫人,周瑞,母亲,0.3053768575191498
466,王夫人,薛姨妈,姐妹,0.3750300705432892
467,金钏儿,王夫人,儿子,0.3379959762096405
468,宝钗,王夫人,夫人,0.3912063539028168
469,宝钗,薛姨妈,女儿,0.37035292387008667
470,王夫人,薛姨妈,姐妹,0.38193589448928833
471,宝兄弟,周瑞,丈夫,0.17344611883163452
472,刘姥姥,香菱,女儿,0.13461355865001678
473,刘姥姥,薛姨妈,姐妹,0.19590316712856293
474,刘姥姥,周瑞,母亲,0.1528305858373642
475,香菱,薛姨妈,女儿,0.26567181944847107
476,香菱,周瑞,夫人,0.6472626328468323
477,薛姨妈,周瑞,母亲,0.4786031246185303
478,凤姐,凤姐儿,丈夫,0.4478451907634735
479,凤姐,林姑娘,相好,0.7985440492630005
480,凤姐,薛姨妈,姐妹,0.31347811222076416
481,凤姐儿,林姑娘,相好,0.8378443121910095
482,凤姐儿,薛姨妈,姐妹,0.31902047991752625
483,林姑娘,薛姨妈,姐妹,0.23645201325416565
484,王夫人,周瑞,母亲,0.18942798674106598
485,贾母,李纨,奶奶,0.4396001398563385
486,贾母,探春,奶奶,0.7588313817977905
487,贾母,惜春,奶奶,0.793263852596283
488,贾母,迎春,奶奶,0.6740495562553406
489,李纨,探春,嫂子,0.3292161822319031
490,李纨,惜春,嫂子,0.3271421492099762
491,李纨,迎春,嫂子,0.27082952857017517
492,探春,惜春,母亲,0.4638911187648773
493,探春,迎春,母亲,0.44590383768081665
494,惜春,迎春,母亲,0.44196411967277527
495,探春,迎春,母亲,0.4988521635532379
496,惜春,周瑞,母亲,0.3666543960571289
497,凤姐,凤姐儿,婆婆,0.3058432340621948
498,凤姐,贾母,儿媳,0.7439988255500793
499,凤姐,平儿,母亲,0.5380514860153198
500,凤姐,周瑞,夫人,0.15685270726680756
501,凤姐儿,贾母,儿媳,0.7569265365600586
502,凤姐儿,平儿,母亲,0.5349074602127075
503,凤姐儿,周瑞,夫人,0.14881691336631775
504,贾母,平儿,奶奶,0.6694796681404114
505,贾母,周瑞,奶奶,0.5760220289230347
506,平儿,周瑞,母亲,0.2497682273387909
507,宝玉,黛玉,相好,0.9805137515068054
508,宝姐姐,宝玉,夫人,0.24115481972694397
509,宝钗,周瑞,夫人,0.9477707743644714
510,宝玉,林姑娘,相好,0.9749106764793396
511,凤姐,凤姐儿,婆婆,0.3279779255390167
512,凤姐,王夫人,侄女,0.8783695101737976
513,凤姐,珍,夫人,0.7292942404747009
514,凤姐儿,王夫人,侄女,0.8806203603744507
515,凤姐儿,珍,夫人,0.6703892350196838
516,王夫人,珍,夫人,0.5389533042907715
517,凤姐,凤姐儿,婆婆,0.3665161728858948
518,凤姐,贾母,儿媳,0.7678261995315552
519,凤姐,王夫人,侄女,0.8811563849449158
520,凤姐儿,贾母,儿媳,0.7959679961204529
521,凤姐儿,王夫人,侄女,0.8841288089752197
522,贾母,王夫人,儿媳,0.38078176975250244
523,凤姐,凤姐儿,丈夫,0.3620815873146057
524,贾蓉,贾珍,儿子,0.8411227464675903
525,贾蓉,秦氏,儿子,0.6875917315483093
526,贾蓉,尤氏,丈夫,0.8962689638137817
527,贾蓉,珍,儿子,0.7647854685783386
528,贾珍,秦氏,父亲,0.40630295872688293
529,贾珍,尤氏,丈夫,0.9453456997871399
530,贾珍,珍,父亲,0.8030738830566406
531,秦氏,尤氏,丈夫,0.6969462633132935
532,秦氏,珍,夫人,0.9323588609695435
533,尤氏,珍,夫人,0.9506068229675293
534,宝玉,凤姐,丈夫,0.9084783792495728
535,宝玉,凤姐儿,丈夫,0.8982672691345215
536,宝玉,尤氏,丈夫,0.8552491068840027
537,凤姐,凤姐儿,婆婆,0.34166988730430603
538,凤姐,尤氏,丈夫,0.6221517324447632
539,凤姐儿,尤氏,丈夫,0.5957323312759399
540,凤姐,凤姐儿,婆婆,0.3219182789325714
541,凤姐,秦氏,侄女,0.26524630188941956
542,凤姐,尤氏,丈夫,0.6273189783096313
543,凤姐儿,秦氏,侄女,0.22524048388004303
544,凤姐儿,尤氏,丈夫,0.5242192149162292
545,秦氏,尤氏,丈夫,0.3809370994567871
546,宝玉,尤氏,丈夫,0.8961496949195862
547,凤姐,凤姐儿,丈夫,0.41739422082901
548,凤姐,凤姐儿,丈夫,0.3754159212112427
549,凤姐,凤姐儿,丈夫,0.39253899455070496
550,宝玉,凤姐,丈夫,0.9108971953392029
551,宝玉,凤姐儿,丈夫,0.8917826414108276
552,宝玉,贾蓉,父亲,0.44908639788627625
553,凤姐,凤姐儿,婆婆,0.3179756999015808
554,凤姐,贾蓉,父亲,0.2289842963218689
555,凤姐儿,贾蓉,父亲,0.22659973800182343
556,宝玉,凤姐,丈夫,0.9105673432350159
557,宝玉,凤姐儿,丈夫,0.8984662890434265
558,凤姐,凤姐儿,丈夫,0.3656599223613739
559,宝玉,凤姐,丈夫,0.9177868962287903
